ontology	issue_number	pr_number	case_type	difficulty	agent_config_tag	model	runtime	eval_repo_pr	f1	precision	recall	jaccard	case	agent
go-ontology	31876	31953	obsoletion	simple	v9	gpt-5.4	opencode	647	1.0	1.0	1.0	1.0	go-#31876	std_opencode_g54
go-ontology	31965	31971	reclassification	hard	v9	gpt-5.4	opencode	646	0.294	0.769	0.182	0.172	go-#31965	std_opencode_g54
go-ontology	31956	31960	obsoletion	simple	v9	gpt-5.4	opencode	645	0.9	0.9	0.9	0.818	go-#31956	std_opencode_g54
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.5	opencode	644	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g55
go-ontology	32044	32054	new_term	medium	v9	gpt-5.5	opencode	643	0.667	0.583	0.778	0.5	go-#32044	std_opencode_g55
go-ontology	31051	32037	synonym_update	simple	v9	gpt-5.5	opencode	642	0.762	0.727	0.8	0.615	go-#31051	std_opencode_g55
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.5	opencode	641	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g55
go-ontology	31873	32022	obsoletion	medium	v9	gpt-5.5	opencode	640	0.909	0.909	0.909	0.833	go-#31873	std_opencode_g55
go-ontology	31863	32012	obsoletion	hard	v9	gpt-5.5	opencode	638	0.0	0.0	0.0	0.0	go-#31863	std_opencode_g55
go-ontology	31985	31986	reclassification	hard	v9	gpt-5.5	opencode	637	0.909	0.833	1.0	0.833	go-#31985	std_opencode_g55
go-ontology	31948	31994	obsoletion	medium	v9	gpt-5.5	opencode	636	0.842	0.8	0.889	0.727	go-#31948	std_opencode_g55
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.4	opencode	631	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g54
go-ontology	32005	32026	obsoletion	medium	v9	gpt-5.4	opencode	630	0.017	0.19	0.009	0.008	go-#32005	std_opencode_g54
go-ontology	32046	32047	new_term	medium	v9	gpt-5.4	opencode	629	0.667	0.733	0.611	0.5	go-#32046	std_opencode_g54
go-ontology	32044	32054	new_term	medium	v9	gpt-5.4	opencode	628	0.667	0.583	0.778	0.5	go-#32044	std_opencode_g54
go-ontology	31963	32006	synonym_update	simple	v9	gpt-5.4	opencode	627	0.0	0.0	0.0	0.0	go-#31963	std_opencode_g54
go-ontology	31902	32041	new_term	medium	v9	gpt-5.4	opencode	626	0.444	0.6	0.353	0.286	go-#31902	std_opencode_g54
go-ontology	31295	32040	new_term	medium	v9	gpt-5.4	opencode	625	0.7	0.583	0.875	0.538	go-#31295	std_opencode_g54
go-ontology	31601	32007	synonym_update	simple	v9	gpt-5.4	opencode	624	0.0	0.0	0.0	0.0	go-#31601	std_opencode_g54
go-ontology	31051	32037	synonym_update	simple	v9	gpt-5.4	opencode	623	0.762	0.727	0.8	0.615	go-#31051	std_opencode_g54
go-ontology	31882	32036	obsoletion	simple	v9	gpt-5.4	opencode	622	0.952	0.952	0.952	0.909	go-#31882	std_opencode_g54
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.4	opencode	621	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g54
go-ontology	31916	32024	obsoletion	medium	v9	gpt-5.4	opencode	620	0.948	0.965	0.932	0.902	go-#31916	std_opencode_g54
go-ontology	31873	32022	obsoletion	medium	v9	gpt-5.4	opencode	619	0.818	0.818	0.818	0.692	go-#31873	std_opencode_g54
go-ontology	31965	31971	reclassification	hard	v9	gpt-5.4	opencode	617	0.333	0.846	0.208	0.2	go-#31965	std_opencode_g54
go-ontology	31945	32013	reclassification	medium	v9	gpt-5.4	opencode	616	0.864	0.95	0.792	0.76	go-#31945	std_opencode_g54
go-ontology	31863	32012	obsoletion	hard	v9	gpt-5.4	opencode	615	0.0	0.0	0.0	0.0	go-#31863	std_opencode_g54
go-ontology	30894	32011	new_term	medium	v9	gpt-5.4	opencode	614	0.875	0.875	0.875	0.778	go-#30894	std_opencode_g54
go-ontology	31963	32006	synonym_update	simple	v9	gpt-5.4	opencode	612	0.0	0.0	0.0	0.0	go-#31963	std_opencode_g54
go-ontology	31966	32003	obsoletion	medium	v9	gpt-5.4	opencode	611	0.889	0.889	0.889	0.8	go-#31966	std_opencode_g54
go-ontology	27593	31997	new_term	hard	v9	gpt-5.4	opencode	610	0.786	0.786	0.786	0.647	go-#27593	std_opencode_g54
go-ontology	31981	31995	axiom_repair	simple	v9	gpt-5.4	opencode	609	1.0	1.0	1.0	1.0	go-#31981	std_opencode_g54
go-ontology	31948	31994	obsoletion	medium	v9	gpt-5.4	opencode	608	0.9	0.9	0.9	0.818	go-#31948	std_opencode_g54
go-ontology	31984	31987	axiom_repair	hard	v9	gpt-5.4	opencode	606	0.737	0.7	0.778	0.583	go-#31984	std_opencode_g54
go-ontology	31985	31986	reclassification	hard	v9	gpt-5.4	opencode	605	0.957	0.917	1.0	0.917	go-#31985	std_opencode_g54
go-ontology	31964	31982	axiom_repair	medium	v9	gpt-5.4	opencode	604	0.857	0.75	1.0	0.75	go-#31964	std_opencode_g54
go-ontology	31965	31971	reclassification	hard	v9	gpt-5.4	opencode	603	0.333	0.846	0.208	0.2	go-#31965	std_opencode_g54
go-ontology	31877	31973	obsoletion	hard	v9	gpt-5.4	opencode	602	0.552	0.457	0.697	0.381	go-#31877	std_opencode_g54
go-ontology	31962	31970	axiom_repair	medium	v9	gpt-5.4	opencode	601	1.0	1.0	1.0	1.0	go-#31962	std_opencode_g54
go-ontology	31967	31968	reclassification	medium	v9	gpt-5.4	opencode	600	1.0	1.0	1.0	1.0	go-#31967	std_opencode_g54
go-ontology	31956	31960	obsoletion	simple	v9	gpt-5.4	opencode	599	0.9	0.9	0.9	0.818	go-#31956	std_opencode_g54
go-ontology	31876	31953	obsoletion	simple	v9	gpt-5.4	opencode	598	1.0	1.0	1.0	1.0	go-#31876	std_opencode_g54
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.5	opencode	594	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g55
go-ontology	32044	32054	new_term	medium	v9	gpt-5.5	opencode	593	0.667	0.583	0.778	0.5	go-#32044	std_opencode_g55
go-ontology	31051	32037	synonym_update	simple	v9	gpt-5.5	opencode	592	0.762	0.727	0.8	0.615	go-#31051	std_opencode_g55
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.5	opencode	591	0.0	0.0	0.0	0.0	go-#31114	std_opencode_g55
go-ontology	31873	32022	obsoletion	medium	v9	gpt-5.5	opencode	590	0.909	0.909	0.909	0.833	go-#31873	std_opencode_g55
go-ontology	31863	32012	obsoletion	hard	v9	gpt-5.5	opencode	589	0.0	0.0	0.0	0.0	go-#31863	std_opencode_g55
go-ontology	31985	31986	reclassification	hard	v9	gpt-5.5	opencode	588	0.909	0.833	1.0	0.833	go-#31985	std_opencode_g55
go-ontology	31948	31994	obsoletion	medium	v9	gpt-5.5	opencode	587	0.842	0.8	0.889	0.727	go-#31948	std_opencode_g55
go-ontology	25870	32008	obsoletion	medium	v9	gpt-5.5	opencode	586	0.893	0.926	0.862	0.806	go-#25870	std_opencode_g55
go-ontology	31964	31982	axiom_repair	medium	v9	gemma-4-31b	opencode	578	0.857	0.75	1.0	0.75	go-#31964	std_opencode_gem4
go-ontology	31984	31987	axiom_repair	hard	v9	gemma-4-31b	opencode	575	0.778	0.7	0.875	0.636	go-#31984	std_opencode_gem4
go-ontology	31935	31946	reclassification	medium	v9	gemma-4-31b	opencode	574	0.824	0.7	1.0	0.7	go-#31935	std_opencode_gem4
go-ontology	31863	32012	obsoletion	hard	v9	kimi-k2.6	opencode	571	0.0	0.0	0.0	0.0	go-#31863	std_opencode_kimi
go-ontology	31935	31946	reclassification	medium	v9	kimi-k2.6	opencode	570	0.737	0.7	0.778	0.583	go-#31935	std_opencode_kimi
go-ontology	31863	32012	obsoletion	hard	v9	gpt-5.4	codex	569	0.0	0.0	0.0	0.0	go-#31863	std_codex_g54
go-ontology	31051	32037	synonym_update	simple	v9	gpt-5.4	codex	553	0.846	1.0	0.733	0.733	go-#31051	std_codex_g54
go-ontology	32044	32054	new_term	medium	v9	gpt-5.4	codex	552	0.593	0.667	0.533	0.421	go-#32044	std_codex_g54
go-ontology	31873	32022	obsoletion	medium	v9	gpt-5.4	codex	551	0.87	0.909	0.833	0.769	go-#31873	std_codex_g54
go-ontology	25870	32008	obsoletion	medium	v9	gpt-5.4	codex	550	0.667	0.519	0.933	0.5	go-#25870	std_codex_g54
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.4	codex	549	0.0	0.0	0.0	0.0	go-#31114	std_codex_g54
go-ontology	31985	31986	reclassification	hard	v9	gpt-5.4	codex	548	0.957	0.917	1.0	0.917	go-#31985	std_codex_g54
go-ontology	31948	31994	obsoletion	medium	v9	gpt-5.4	codex	547	0.842	0.8	0.889	0.727	go-#31948	std_codex_g54
go-ontology	31863	32012	obsoletion	hard	v9	gpt-5.4	codex	546	0.0	0.0	0.0	0.0	go-#31863	std_codex_g54
go-ontology	25870	32008	obsoletion	medium	v9	gpt-5.5	codex	545	0.881	0.963	0.812	0.788	go-#25870	std_codex_g55
go-ontology	31985	31986	reclassification	hard	v9	gpt-5.5	codex	544	0.87	0.833	0.909	0.769	go-#31985	std_codex_g55
go-ontology	31114	32028	axiom_repair	simple	v9	gpt-5.5	codex	543	0.0	0.0	0.0	0.0	go-#31114	std_codex_g55
go-ontology	31948	31994	obsoletion	medium	v9	gpt-5.5	codex	542	0.842	0.8	0.889	0.727	go-#31948	std_codex_g55
go-ontology	31051	32037	synonym_update	simple	v9	gpt-5.5	codex	541	0.688	1.0	0.524	0.524	go-#31051	std_codex_g55
go-ontology	31873	32022	obsoletion	medium	v9	gpt-5.5	codex	540	0.909	0.909	0.909	0.833	go-#31873	std_codex_g55
go-ontology	32044	32054	new_term	medium	v9	gpt-5.5	codex	539	0.636	0.583	0.7	0.467	go-#32044	std_codex_g55
go-ontology	31962	31970	axiom_repair	medium	v9	gemma-4-31b	opencode	535	0.842	0.8	0.889	0.727	go-#31962	std_opencode_gem4
go-ontology	31967	31968	reclassification	medium	v9	gemma-4-31b	opencode	533	0.8	0.667	1.0	0.667	go-#31967	std_opencode_gem4
go-ontology	31964	31982	axiom_repair	medium	v9	gemma-4-31b	opencode	530	0.857	0.75	1.0	0.75	go-#31964	std_opencode_gem4
go-ontology	31984	31987	axiom_repair	hard	v9	gemma-4-31b	opencode	526	0.778	0.7	0.875	0.636	go-#31984	std_opencode_gem4
go-ontology	32005	32026	obsoletion	medium	v9	gemma-4-31b	opencode	525	0.017	0.19	0.009	0.008	go-#32005	std_opencode_gem4
go-ontology	31601	32007	synonym_update	simple	v9	gemma-4-31b	opencode	524	0.0	0.0	0.0	0.0	go-#31601	std_opencode_gem4
go-ontology	31935	31946	reclassification	medium	v9	gemma-4-31b	opencode	520	0.824	0.7	1.0	0.7	go-#31935	std_opencode_gem4
go-ontology	31962	31970	axiom_repair	medium	v9	gemma-4-31b	opencode	518	0.842	0.8	0.889	0.727	go-#31962	std_opencode_gem4
go-ontology	31967	31968	reclassification	medium	v9	gemma-4-31b	opencode	510	0.8	0.667	1.0	0.667	go-#31967	std_opencode_gem4
go-ontology	31969	31988	reclassification	hard	v9	claude-sonnet-4.5	copilot	504	0.919	0.879	0.962	0.85	go-#31969	std_copilot_son45
go-ontology	32046	32047	new_term	medium	v9	claude-sonnet-4.5	copilot	503	0.692	0.6	0.818	0.529	go-#32046	std_copilot_son45
go-ontology	31966	32003	obsoletion	medium	v9	claude-sonnet-4.5	copilot	502	0.889	0.889	0.889	0.8	go-#31966	std_copilot_son45
go-ontology	32044	32054	new_term	medium	v9	claude-sonnet-4.5	copilot	501	0.417	0.417	0.417	0.263	go-#32044	std_copilot_son45
go-ontology	32018	32021	obsoletion	simple	v9	claude-sonnet-4.5	copilot	499	0.0	0.0	0.0	0.0	go-#32018	std_copilot_son45
go-ontology	31961	32015	obsoletion	simple	v9	claude-sonnet-4.5	copilot	498	0.8	0.889	0.727	0.667	go-#31961	std_copilot_son45
go-ontology	31967	31968	reclassification	medium	v9	claude-sonnet-4.5	copilot	497	0.8	0.667	1.0	0.667	go-#31967	std_copilot_son45
go-ontology	31984	31987	axiom_repair	hard	v9	claude-sonnet-4.5	copilot	496	0.737	0.7	0.778	0.583	go-#31984	std_copilot_son45
go-ontology	31985	31986	reclassification	hard	v9	claude-sonnet-4.5	copilot	494	0.957	0.917	1.0	0.917	go-#31985	std_copilot_son45
go-ontology	31981	31995	axiom_repair	simple	v9	claude-sonnet-4.5	copilot	493	1.0	1.0	1.0	1.0	go-#31981	std_copilot_son45
go-ontology	32005	32026	obsoletion	medium	v9	claude-sonnet-4.5	claude	491	0.072	0.857	0.038	0.037	go-#32005	std_claude_son45
go-ontology	31601	32007	synonym_update	simple	v9	claude-sonnet-4.5	claude	490	0.5	1.0	0.333	0.333	go-#31601	std_claude_son45
go-ontology	31945	32013	reclassification	medium	v9	claude-sonnet-4.5	claude	489	0.895	0.85	0.944	0.81	go-#31945	std_claude_son45
go-ontology	32005	32026	obsoletion	medium	v9	claude-sonnet-4.5	claude	487	0.072	0.857	0.038	0.037	go-#32005	std_claude_son45
go-ontology	31601	32007	synonym_update	simple	v9	claude-sonnet-4.5	claude	486	0.5	1.0	0.333	0.333	go-#31601	std_claude_son45
go-ontology	32018	32021	obsoletion	simple	v9	claude-sonnet-4.5	claude	485	0.0	0.0	0.0	0.0	go-#32018	std_claude_son45
go-ontology	31969	31988	reclassification	hard	v9	claude-sonnet-4.5	claude	484	0.929	0.897	0.963	0.867	go-#31969	std_claude_son45
go-ontology	32046	32047	new_term	medium	v9	claude-sonnet-4.5	claude	483	0.867	0.867	0.867	0.765	go-#32046	std_claude_son45
go-ontology	31984	31987	axiom_repair	hard	v9	claude-sonnet-4.5	claude	482	0.842	0.8	0.889	0.727	go-#31984	std_claude_son45
go-ontology	32044	32054	new_term	medium	v9	claude-sonnet-4.5	claude	481	0.727	0.667	0.8	0.571	go-#32044	std_claude_son45
go-ontology	31962	31970	axiom_repair	medium	v9	claude-sonnet-4.5	claude	480	0.778	0.7	0.875	0.636	go-#31962	std_claude_son45
go-ontology	31985	31986	reclassification	hard	v9	claude-sonnet-4.5	claude	479	0.909	0.833	1.0	0.833	go-#31985	std_claude_son45
go-ontology	31981	31995	axiom_repair	simple	v9	claude-sonnet-4.5	claude	478	1.0	1.0	1.0	1.0	go-#31981	std_claude_son45
go-ontology	31966	32003	obsoletion	medium	v9	claude-sonnet-4.5	claude	477	0.889	0.889	0.889	0.8	go-#31966	std_claude_son45
go-ontology	31967	31968	reclassification	medium	v9	claude-sonnet-4.5	claude	476	0.8	0.667	1.0	0.667	go-#31967	std_claude_son45
go-ontology	31965	31971	reclassification	hard	v9	claude-sonnet-4.5	claude	475	0.696	0.615	0.8	0.533	go-#31965	std_claude_son45
go-ontology	31963	32006	synonym_update	simple	v9	claude-sonnet-4.5	claude	474	0.5	0.5	0.5	0.333	go-#31963	std_claude_son45
go-ontology	31961	32015	obsoletion	simple	v9	claude-sonnet-4.5	claude	473	0.8	0.889	0.727	0.667	go-#31961	std_claude_son45
go-ontology	27593	31997	new_term	hard	v9	claude-sonnet-4.5	claude	472	0.643	0.643	0.643	0.474	go-#27593	std_claude_son45
go-ontology	31956	31960	obsoletion	simple	v9	claude-sonnet-4.5	claude	471	0.9	0.9	0.9	0.818	go-#31956	std_claude_son45
go-ontology	31670	31676	new_term	hard	v9	claude-sonnet-4.5	claude	470	0.011	0.8	0.006	0.006	go-#31670	std_claude_son45
go-ontology	31964	31982	axiom_repair	medium	v9	claude-sonnet-4.5	claude	469	1.0	1.0	1.0	1.0	go-#31964	std_claude_son45
go-ontology	31902	32041	new_term	medium	v9	claude-sonnet-4.5	claude	468	0.778	0.7	0.875	0.636	go-#31902	std_claude_son45
go-ontology	30894	32011	new_term	medium	v9	claude-sonnet-4.5	claude	467	1.0	1.0	1.0	1.0	go-#30894	std_claude_son45
go-ontology	31295	32040	new_term	medium	v9	claude-sonnet-4.5	claude	466	0.7	0.583	0.875	0.538	go-#31295	std_claude_son45
go-ontology	31945	32013	reclassification	medium	v9	claude-sonnet-4.5	claude	465	0.895	0.85	0.944	0.81	go-#31945	std_claude_son45
go-ontology	31916	32024	obsoletion	medium	v9	claude-sonnet-4.5	claude	464	0.879	0.895	0.864	0.785	go-#31916	std_claude_son45
go-ontology	31882	32036	obsoletion	simple	v9	claude-sonnet-4.5	claude	463	0.964	0.952	0.976	0.93	go-#31882	std_claude_son45
go-ontology	31948	31994	obsoletion	medium	v9	claude-sonnet-4.5	claude	462	0.9	0.9	0.9	0.818	go-#31948	std_claude_son45
go-ontology	31873	32022	obsoletion	medium	v9	claude-sonnet-4.5	claude	461	0.818	0.818	0.818	0.692	go-#31873	std_claude_son45
go-ontology	31935	31946	reclassification	medium	v9	claude-sonnet-4.5	claude	459	0.8	0.8	0.8	0.667	go-#31935	std_claude_son45
go-ontology	31051	32037	synonym_update	simple	v9	claude-sonnet-4.5	claude	458	0.846	1.0	0.733	0.733	go-#31051	std_claude_son45
go-ontology	31636	31925	synonym_update	simple	v9	claude-sonnet-4.5	claude	457	0.857	0.857	0.857	0.75	go-#31636	std_claude_son45
go-ontology	31876	31953	obsoletion	simple	v9	claude-sonnet-4.5	claude	456	1.0	1.0	1.0	1.0	go-#31876	std_claude_son45
go-ontology	31923	31938	other	simple	v9	claude-sonnet-4.5	claude	455	0.857	1.0	0.75	0.75	go-#31923	std_claude_son45
go-ontology	31877	31973	obsoletion	hard	v9	claude-sonnet-4.5	claude	454	0.016	0.008	0.8	0.008	go-#31877	std_claude_son45
go-ontology	25870	32008	obsoletion	medium	v9	claude-sonnet-4.5	claude	453	0.667	0.519	0.933	0.5	go-#25870	std_claude_son45
go-ontology	31114	32028	axiom_repair	simple	v9	claude-sonnet-4.5	claude	452	0.0	0.0	0.0	0.0	go-#31114	std_claude_son45
go-ontology	31114	32028	axiom_repair	simple	v9	claude-sonnet-4.5	copilot	451	0.0	0.0	0.0	0.0	go-#31114	std_copilot_son45
go-ontology	32005	32026	obsoletion	medium	v9	claude-sonnet-4.5	copilot	450	0.017	0.19	0.009	0.008	go-#32005	std_copilot_son45
go-ontology	32044	32054	new_term	medium	v9	claude-sonnet-4.5	copilot	449	0.417	0.417	0.417	0.263	go-#32044	std_copilot_son45
go-ontology	32046	32047	new_term	medium	v9	claude-sonnet-4.5	copilot	448	0.692	0.6	0.818	0.529	go-#32046	std_copilot_son45
go-ontology	31601	32007	synonym_update	simple	v9	claude-sonnet-4.5	copilot	443	0.0	0.0	0.0	0.0	go-#31601	std_copilot_son45
go-ontology	31963	32006	synonym_update	simple	v9	claude-sonnet-4.5	copilot	442	0.0	0.0	0.0	0.0	go-#31963	std_copilot_son45
go-ontology	31114	32028	axiom_repair	simple	v9	claude-sonnet-4.5	copilot	441	0.0	0.0	0.0	0.0	go-#31114	std_copilot_son45
go-ontology	32018	32021	obsoletion	simple	v9	claude-sonnet-4.5	copilot	438	0.0	0.0	0.0	0.0	go-#32018	std_copilot_son45
go-ontology	31961	32015	obsoletion	simple	v9	claude-sonnet-4.5	copilot	437	0.8	0.889	0.727	0.667	go-#31961	std_copilot_son45
go-ontology	31965	31971	reclassification	hard	v9	claude-sonnet-4.5	copilot	436	0.333	0.846	0.208	0.2	go-#31965	std_copilot_son45
go-ontology	31963	32006	synonym_update	simple	v9	claude-sonnet-4.5	copilot	431	0.0	0.0	0.0	0.0	go-#31963	std_copilot_son45
go-ontology	31966	32003	obsoletion	medium	v9	claude-sonnet-4.5	copilot	430	0.889	0.889	0.889	0.8	go-#31966	std_copilot_son45
go-ontology	31981	31995	axiom_repair	simple	v9	claude-sonnet-4.5	copilot	428	1.0	1.0	1.0	1.0	go-#31981	std_copilot_son45
go-ontology	31984	31987	axiom_repair	hard	v9	claude-sonnet-4.5	copilot	426	0.737	0.7	0.778	0.583	go-#31984	std_copilot_son45
go-ontology	31969	31988	reclassification	hard	v9	claude-sonnet-4.5	copilot	425	0.919	0.879	0.962	0.85	go-#31969	std_copilot_son45
go-ontology	31985	31986	reclassification	hard	v9	claude-sonnet-4.5	copilot	424	0.957	0.917	1.0	0.917	go-#31985	std_copilot_son45
go-ontology	31965	31971	reclassification	hard	v9	claude-sonnet-4.5	copilot	421	0.333	0.846	0.208	0.2	go-#31965	std_copilot_son45
go-ontology	31967	31968	reclassification	medium	v9	claude-sonnet-4.5	copilot	418	0.8	0.667	1.0	0.667	go-#31967	std_copilot_son45
go-ontology	31636	31925	synonym_update	simple	v9	claude-sonnet-4.5	copilot	416	0.857	0.857	0.857	0.75	go-#31636	std_copilot_son45
go-ontology	31935	31946	reclassification	medium	v9	claude-sonnet-4.5	copilot	415	0.8	0.8	0.8	0.667	go-#31935	std_copilot_son45
go-ontology	31923	31938	other	simple	v9	claude-sonnet-4.5	copilot	414	1.0	1.0	1.0	1.0	go-#31923	std_copilot_son45
go-ontology	31670	31676	new_term	hard	v9	claude-sonnet-4.5	copilot	413	0.0	0.0	0.0	0.0	go-#31670	std_copilot_son45
go-ontology	31873	32022	obsoletion	medium	v9	claude-haiku-4.5	claude	412	0.818	0.818	0.818	0.692	go-#31873	std_claude_hai45
go-ontology	31114	32028	axiom_repair	simple	v9	claude-haiku-4.5	claude	411	0.0	0.0	0.0	0.0	go-#31114	std_claude_hai45
go-ontology	31985	31986	reclassification	hard	v9	claude-haiku-4.5	claude	409	0.909	0.833	1.0	0.833	go-#31985	std_claude_hai45
go-ontology	32044	32054	new_term	medium	v9	claude-haiku-4.5	claude	408	0.762	0.667	0.889	0.615	go-#32044	std_claude_hai45
go-ontology	31051	32037	synonym_update	simple	v9	claude-haiku-4.5	claude	407	0.917	1.0	0.846	0.846	go-#31051	std_claude_hai45
go-ontology	25870	32008	obsoletion	medium	v9	claude-haiku-4.5	claude	406	0.634	0.481	0.929	0.464	go-#25870	std_claude_hai45
go-ontology	31948	31994	obsoletion	medium	v9	claude-haiku-4.5	claude	405	0.8	0.8	0.8	0.667	go-#31948	std_claude_hai45
go-ontology	32005	32026	obsoletion	medium	v9	claude-sonnet-4.5	copilot	404	0.017	0.19	0.009	0.008	go-#32005	std_copilot_son45
go-ontology	31601	32007	synonym_update	simple	v9	claude-sonnet-4.5	copilot	403	0.667	1.0	0.5	0.5	go-#31601	std_copilot_son45
go-ontology	31964	31982	axiom_repair	medium	v9	claude-sonnet-4.5	copilot	396	1.0	1.0	1.0	1.0	go-#31964	std_copilot_son45
go-ontology	31962	31970	axiom_repair	medium	v9	claude-sonnet-4.5	copilot	392	0.9	0.9	0.9	0.818	go-#31962	std_copilot_son45
go-ontology	31965	31971	reclassification	hard	v9	claude-sonnet-4.5	copilot	391	0.696	0.615	0.8	0.533	go-#31965	std_copilot_son45
go-ontology	31948	31994	obsoletion	medium	v9	claude-sonnet-4.5	copilot	390	0.842	0.8	0.889	0.727	go-#31948	std_copilot_son45
go-ontology	31295	32040	new_term	medium	v9	claude-sonnet-4.5	copilot	389	0.7	0.583	0.875	0.538	go-#31295	std_copilot_son45
go-ontology	31956	31960	obsoletion	simple	v9	claude-sonnet-4.5	copilot	388	0.9	0.9	0.9	0.818	go-#31956	std_copilot_son45
go-ontology	27593	31997	new_term	hard	v9	claude-sonnet-4.5	copilot	386	0.88	0.786	1.0	0.786	go-#27593	std_copilot_son45
go-ontology	31670	31676	new_term	hard	v9	claude-sonnet-4.5	copilot	385	0.006	0.4	0.003	0.003	go-#31670	std_copilot_son45
go-ontology	31902	32041	new_term	medium	v9	claude-sonnet-4.5	copilot	384	0.778	0.7	0.875	0.636	go-#31902	std_copilot_son45
go-ontology	30894	32011	new_term	medium	v9	claude-sonnet-4.5	copilot	383	1.0	1.0	1.0	1.0	go-#30894	std_copilot_son45
